"HITId";"HITTypeId";"Title";"Description";"Keywords";"Reward";"CreationTime";"MaxAssignments";"RequesterAnnotation";"AssignmentDurationInSeconds";"AutoApprovalDelayInSeconds";"Expiration";"NumberOfSimilarHITs";"LifetimeInSeconds";"AssignmentId";"WorkerId";"AssignmentStatus";"AcceptTime";"SubmitTime";"AutoApprovalTime";"ApprovalTime";"RejectionTime";"RequesterFeedback";"WorkTimeInSeconds";"LifetimeApprovalRate";"Last30DaysApprovalRate";"Last7DaysApprovalRate";"Input.image";"Answer.blurry";"Answer.quality";"Approve";"Reject"
"23SZHHRRLFQ03ATS4ISKMO9E0YTOF4";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"61";;"2NAPDOBDDP8PYJQRQEZXRB3QWM2D2E";"A3ARNAZVTW1DQU";"Approved";"Sat Apr 30 15:18:05 GMT 2011";"Sat Apr 30 15:18:20 GMT 2011";"Sat May 07 08:18:20 PDT 2011";"Sat Apr 30 19:55:16 PDT 2011";;;"15";"100% (20/20)";"100% (20/20)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0099.jpg";0;"1";;
"23SZHHRRLFQ03ATS4ISKMO9E0YTOF4";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"61";;"2UUJE1M7PKK90E23101C54LZQ2NYRL";"A1X55V63BZ8MKL";"Approved";"Sat Apr 30 15:15:11 GMT 2011";"Sat Apr 30 15:15:19 GMT 2011";"Sat May 07 15:15:19 GMT 2011";"Sat Apr 30 19:55:16 PDT 2011";;;"8";"100% (55/55)";"100% (55/55)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0099.jpg";0;"1";;
"23SZHHRRLFQ03ATS4ISKMO9E0YTOF4";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"61";;"2YUL92HECWA6CQ4LPD60HP5KQ2VJI8";"A3IUD74ULC65QD";"Approved";"Sat Apr 30 15:16:21 GMT 2011";"Sat Apr 30 15:16:40 GMT 2011";"Sat May 07 15:16:40 GMT 2011";"Sat Apr 30 19:55:16 PDT 2011";;;"19";"100% (3/3)";"100% (3/3)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0099.jpg";0;"0";;
"23SZHHRRLFQ03ATS4ISKMO9E0YTOF4";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"61";;"2Z8SNTL0XULRVAZ8W4DMIX5FIKQ1N3";"A12KRSSY1NV0CE";"Approved";"Sat Apr 30 15:16:41 GMT 2011";"Sat Apr 30 15:17:05 GMT 2011";"Sat May 07 15:17:05 GMT 2011";"Sat Apr 30 19:55:17 PDT 2011";;;"24";"100% (15/15)";"100% (15/15)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0099.jpg";0;"0";;
"2GDXX2Q45UUK5B4D0JN1SS8O07ISAR";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"50";;"28XPQJQ9OPLLCZDRZSOGDKCOSYY1ZK";"A12KRSSY1NV0CE";"Approved";"Sat Apr 30 15:18:14 GMT 2011";"Sat Apr 30 15:18:33 GMT 2011";"Sat May 07 15:18:33 GMT 2011";"Sat Apr 30 19:55:17 PDT 2011";;;"19";"100% (15/15)";"100% (15/15)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0101.jpg";2;"1";;
"2GDXX2Q45UUK5B4D0JN1SS8O07ISAR";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"50";;"2BQ7QEOZFYQSGZYQZP6XWDS4BP4GJE";"A39RQ6JXDIS2DQ";"Approved";"Sat Apr 30 15:20:41 GMT 2011";"Sat Apr 30 15:20:59 GMT 2011";"Sat May 07 08:20:59 PDT 2011";"Sat Apr 30 19:55:17 PDT 2011";;;"18";"100% (18/18)";"100% (18/18)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0101.jpg";2;"2";;
"2GDXX2Q45UUK5B4D0JN1SS8O07ISAR";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"50";;"2LFVP3TVOK5UU6BYB8HETZFYJ5425V";"A1PH7CAMG7OIOF";"Approved";"Sat Apr 30 15:18:17 GMT 2011";"Sat Apr 30 15:18:27 GMT 2011";"Sat May 07 15:18:27 GMT 2011";"Sat Apr 30 19:55:17 PDT 2011";;;"10";"100% (3/3)";"100% (3/3)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0101.jpg";0;"0";;
"2GDXX2Q45UUK5B4D0JN1SS8O07ISAR";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"50";;"2SY2NJQ2172ZOWWEJCBLHVEBNE5XPM";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:20:21 GMT 2011";"Sat Apr 30 15:20:28 GMT 2011";"Sat May 07 15:20:28 GMT 2011";"Sat Apr 30 19:55:17 PDT 2011";;;"7";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0101.jpg";0;"1";;
"2GDXX2Q45UUK5B4D0JN1SS8O07ISAR";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"50";;"2Z9IT3HVWAVKXT8KWRT1C2Z923KEMZ";"A1X55V63BZ8MKL";"Approved";"Sat Apr 30 15:14:45 GMT 2011";"Sat Apr 30 15:14:56 GMT 2011";"Sat May 07 15:14:56 GMT 2011";"Sat Apr 30 19:55:17 PDT 2011";;;"11";"100% (55/55)";"100% (55/55)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0101.jpg";2;"2";;
"2BR8JHSTLB3LF2HGMJFBOEJRY2WGSS";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"0";;"2BTK274J79KQBT7505XU2FCDXI0HFB";"AR0G5UWWA0BHI";"Approved";"Sat Apr 30 15:15:16 GMT 2011";"Sat Apr 30 15:15:37 GMT 2011";"Sat May 07 15:15:37 GMT 2011";"Sat Apr 30 19:55:17 PDT 2011";;;"21";"100% (39/39)";"100% (39/39)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0102.jpg";0;"1";;
"2BR8JHSTLB3LF2HGMJFBOEJRY2WGSS";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"0";;"2E3LYHVI44OSH7RRLEEE4SBAIIE3XH";"A1JQS9AN8LEAKZ";"Approved";"Sat Apr 30 15:15:01 GMT 2011";"Sat Apr 30 15:15:16 GMT 2011";"Sat May 07 15:15:16 GMT 2011";"Sat Apr 30 19:55:18 PDT 2011";;;"15";"100% (20/20)";"100% (20/20)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0102.jpg";0;"1";;
"2BR8JHSTLB3LF2HGMJFBOEJRY2WGSS";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"0";;"2T6NLVWJ5OPBFL1DC9PM1B7EIMX2UD";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:20:58 GMT 2011";"Sat Apr 30 15:21:04 GMT 2011";"Sat May 07 15:21:04 GMT 2011";"Sat Apr 30 19:55:18 PDT 2011";;;"6";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0102.jpg";0;"1";;
"2BR8JHSTLB3LF2HGMJFBOEJRY2WGSS";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"0";;"2W6C1PC6SK9RYVBLCJQEMMAAIZQP1M";"A1X55V63BZ8MKL";"Approved";"Sat Apr 30 15:18:53 GMT 2011";"Sat Apr 30 15:19:00 GMT 2011";"Sat May 07 15:19:00 GMT 2011";"Sat Apr 30 19:55:18 PDT 2011";;;"7";"100% (55/55)";"100% (55/55)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0102.jpg";0;"1";;
"2BR8JHSTLB3LF2HGMJFBOEJRY2WGSS";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"0";;"2ZNH8MZ9O9Z6ZJAWZBQHMRRL833090";"A3RT4FZY26AA1D";"Approved";"Sat Apr 30 15:21:29 GMT 2011";"Sat Apr 30 15:22:04 GMT 2011";"Sat May 07 08:22:04 PDT 2011";"Sat Apr 30 19:55:18 PDT 2011";;;"35";"100% (10/10)";"100% (10/10)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0102.jpg";0;"1";;
"2CYULF395SW6237C54EYSJBYZ8XRD5";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"11";;"2A9FL42J1LY5NYDZKNRILFKH6E93OC";"A1V1NJ13P4O21P";"Approved";"Sat Apr 30 15:13:48 GMT 2011";"Sat Apr 30 15:14:50 GMT 2011";"Sat May 07 15:14:50 GMT 2011";"Sat Apr 30 19:55:18 PDT 2011";;;"62";"100% (3/3)";"100% (3/3)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0104.jpg";0;"1";;
"2CYULF395SW6237C54EYSJBYZ8XRD5";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"11";;"2D9VWAVKI62NYD8YK3Q9EQH64XOIQZ";"AMGGLXGMFWEN2";"Approved";"Sat Apr 30 15:21:22 GMT 2011";"Sat Apr 30 15:21:27 GMT 2011";"Sat May 07 15:21:27 GMT 2011";"Sat Apr 30 19:55:18 PDT 2011";;;"5";"100% (13/13)";"100% (13/13)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0104.jpg";2;"1";;
"2CYULF395SW6237C54EYSJBYZ8XRD5";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"11";;"2DFAB6BFMFFODLOQEUAFIGES5DTJWF";"A3GR63KAHHUXKX";"Approved";"Sat Apr 30 15:17:25 GMT 2011";"Sat Apr 30 15:17:37 GMT 2011";"Sat May 07 15:17:37 GMT 2011";"Sat Apr 30 19:55:19 PDT 2011";;;"12";"100% (28/28)";"100% (28/28)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0104.jpg";0;"0";;
"2CYULF395SW6237C54EYSJBYZ8XRD5";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"11";;"2ME6IAA2SEIU9H6X1RBKF4IILLVNNX";"A21F72O2DV6TO4";"Approved";"Sat Apr 30 15:21:18 GMT 2011";"Sat Apr 30 15:21:32 GMT 2011";"Sat May 07 08:21:32 PDT 2011";"Sat Apr 30 19:55:19 PDT 2011";;;"14";"100% (11/11)";"100% (11/11)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0104.jpg";0;"0";;
"2CYULF395SW6237C54EYSJBYZ8XRD5";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"11";;"2QGOGQSCM6IAPPYBVVLU50OQDXDHH9";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:15:26 GMT 2011";"Sat Apr 30 15:15:36 GMT 2011";"Sat May 07 15:15:36 GMT 2011";"Sat Apr 30 19:55:19 PDT 2011";;;"10";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0104.jpg";0;"0";;
"2MCFJ51Y7QEOE24N523SYMOFHYVEB8";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"60";;"2ABPPSI2KYEP0FV4ILCMBWJ3HNJRLM";"A2W4T7J7Z44NZE";"Approved";"Sat Apr 30 15:16:30 GMT 2011";"Sat Apr 30 15:16:43 GMT 2011";"Sat May 07 15:16:43 GMT 2011";"Sat Apr 30 19:55:19 PDT 2011";;;"13";"100% (1/1)";"100% (1/1)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0105.jpg";0;"1";;
"2MCFJ51Y7QEOE24N523SYMOFHYVEB8";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"60";;"2CZ4J79KQW61NAA37Y6CI45X5RWIK7";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:20:46 GMT 2011";"Sat Apr 30 15:20:51 GMT 2011";"Sat May 07 08:20:51 PDT 2011";"Sat Apr 30 19:55:19 PDT 2011";;;"5";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0105.jpg";0;"0";;
"2MCFJ51Y7QEOE24N523SYMOFHYVEB8";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"60";;"2GK8SV7WGKCCA8R0PBU3RHAPJHF1RR";"A3TZC6IVSFAQPG";"Approved";"Sat Apr 30 15:17:23 GMT 2011";"Sat Apr 30 15:17:29 GMT 2011";"Sat May 07 15:17:29 GMT 2011";"Sat Apr 30 19:55:19 PDT 2011";;;"6";"100% (7/7)";"100% (7/7)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0105.jpg";0;"0";;
"2MCFJ51Y7QEOE24N523SYMOFHYVEB8";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"60";;"2I988MQU6L5OQIIFESOX9AIJ8KJCVL";"A1X55V63BZ8MKL";"Approved";"Sat Apr 30 15:17:33 GMT 2011";"Sat Apr 30 15:17:43 GMT 2011";"Sat May 07 15:17:43 GMT 2011";"Sat Apr 30 19:55:20 PDT 2011";;;"10";"100% (55/55)";"100% (55/55)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0105.jpg";0;"0";;
"2MCFJ51Y7QEOE24N523SYMOFHYVEB8";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"60";;"2WIU6L5OBVCIGE3UHB9JK7GUUNGGZY";"A2OJQOMM43DVPX";"Approved";"Sat Apr 30 15:15:10 GMT 2011";"Sat Apr 30 15:15:26 GMT 2011";"Sat May 07 15:15:26 GMT 2011";"Sat Apr 30 19:55:20 PDT 2011";;;"16";"100% (16/16)";"100% (16/16)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0105.jpg";0;"1";;
"2B8IHPCGJ2D2GB9TIY80OPPS292932";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"50";;"247BNFSVGULFIWBP97EG6FS3GBQ7L4";"A3ARNAZVTW1DQU";"Approved";"Sat Apr 30 15:18:41 GMT 2011";"Sat Apr 30 15:18:52 GMT 2011";"Sat May 07 15:18:52 GMT 2011";"Sat Apr 30 19:55:20 PDT 2011";;;"11";"100% (20/20)";"100% (20/20)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0106.jpg";2;"0";;
"2B8IHPCGJ2D2GB9TIY80OPPS292932";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"50";;"2AXBMJTUHYW2VGV64BYSAWM1ZM1NIH";"A1X55V63BZ8MKL";"Approved";"Sat Apr 30 15:20:08 GMT 2011";"Sat Apr 30 15:20:13 GMT 2011";"Sat May 07 15:20:13 GMT 2011";"Sat Apr 30 19:55:20 PDT 2011";;;"5";"100% (55/55)";"100% (55/55)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0106.jpg";0;"0";;
"2B8IHPCGJ2D2GB9TIY80OPPS292932";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"50";;"2BHC6SK9RJ853MOWRIDAFPMOH37S4I";"A39RQ6JXDIS2DQ";"Approved";"Sat Apr 30 15:18:28 GMT 2011";"Sat Apr 30 15:18:49 GMT 2011";"Sat May 07 15:18:49 GMT 2011";"Sat Apr 30 19:55:20 PDT 2011";;;"21";"100% (18/18)";"100% (18/18)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0106.jpg";0;"0";;
"2B8IHPCGJ2D2GB9TIY80OPPS292932";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"50";;"2JCSSZVXX2Q4KH0H3PPGSIW1G5AO62";"AR0G5UWWA0BHI";"Approved";"Sat Apr 30 15:16:33 GMT 2011";"Sat Apr 30 15:16:48 GMT 2011";"Sat May 07 15:16:48 GMT 2011";"Sat Apr 30 19:55:20 PDT 2011";;;"15";"100% (39/39)";"100% (39/39)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0106.jpg";0;"0";;
"2B8IHPCGJ2D2GB9TIY80OPPS292932";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"50";;"2R8YQ4J3NAB6Q2SCSPPYNT1TCSGDQS";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:21:14 GMT 2011";"Sat Apr 30 15:21:19 GMT 2011";"Sat May 07 08:21:19 PDT 2011";"Sat Apr 30 19:55:20 PDT 2011";;;"5";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0106.jpg";0;"0";;
"217EIB9BAWLS1KVNIWOUI3MTBYRZ2X";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"31";;"20TSNQQ7Q670KOWHPOI17TQCUAOUAB";"AVEEXNWYXBSGM";"Approved";"Sat Apr 30 15:15:07 GMT 2011";"Sat Apr 30 15:15:18 GMT 2011";"Sat May 07 15:15:18 GMT 2011";"Sat Apr 30 19:55:21 PDT 2011";;;"11";"100% (61/61)";"100% (61/61)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0107.jpg";2;"0";;
"217EIB9BAWLS1KVNIWOUI3MTBYRZ2X";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"31";;"24PFCD45XCET20YK6L9N8TGPXDCZX9";"A1JQS9AN8LEAKZ";"Approved";"Sat Apr 30 15:20:23 GMT 2011";"Sat Apr 30 15:20:37 GMT 2011";"Sat May 07 08:20:37 PDT 2011";"Sat Apr 30 19:55:21 PDT 2011";;;"14";"100% (20/20)";"100% (20/20)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0107.jpg";2;"2";;
"217EIB9BAWLS1KVNIWOUI3MTBYRZ2X";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"31";;"26TINMHGYQ4JIAG8JC6MKFOYRVWL85";"A3ARNAZVTW1DQU";"Approved";"Sat Apr 30 15:21:02 GMT 2011";"Sat Apr 30 15:21:15 GMT 2011";"Sat May 07 08:21:15 PDT 2011";"Sat Apr 30 19:55:21 PDT 2011";;;"13";"100% (20/20)";"100% (20/20)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0107.jpg";2;"1";;
"217EIB9BAWLS1KVNIWOUI3MTBYRZ2X";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"31";;"2IQ1THV8ER9YNGTHVNQSR5KFA552PH";"A3GR63KAHHUXKX";"Approved";"Sat Apr 30 15:20:04 GMT 2011";"Sat Apr 30 15:20:21 GMT 2011";"Sat May 07 15:20:21 GMT 2011";"Sat Apr 30 19:55:21 PDT 2011";;;"17";"100% (28/28)";"100% (28/28)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0107.jpg";2;"0";;
"217EIB9BAWLS1KVNIWOUI3MTBYRZ2X";"2GDPFE4EGDHD1PBILJ0N4W6HEGX9JY";"Is this image blurry?";"Two yes or no questions: Is it blurry? Is it high quality?";"image photograph quality assessment blur blurry computer vision";"$0.02";"Sat Apr 30 15:12:40 GMT 2011";"5";;"3600";"604800";"Sat May 07 15:12:40 GMT 2011";"31";;"2ZHSI2KYEPLS4UBHYNXWO3OAA3GNTX";"A1V1NJ13P4O21P";"Approved";"Sat Apr 30 15:14:51 GMT 2011";"Sat Apr 30 15:17:00 GMT 2011";"Sat May 07 15:17:00 GMT 2011";"Sat Apr 30 19:55:21 PDT 2011";;;"129";"100% (3/3)";"100% (3/3)";"0% (0/0)";"http://www.artoonie.com/projects/imagesorter/data_zoo/DSC_0107.jpg";2;"0";;
